character,episode_number,episode_title,quote,season,tokening,emotions,polaridad,subjetividad,neg,neu,pos,compound
Monica,14,They All Turn Thirty,"Nooo! (Giggles) Okay. (She tries to pull herself up by Rachel and Joey`s doorknob, but the door opens and she almost falls into the their apartment. She manages to catch herself.) Whoa! (Stands up, unsteadily) Okay. See I was, I was a little nervous about turning (whispering) thirty. (Giggles.) So the bus boys took me out for some drinks. (Pause) I wanna puke on you later!",7,nooo giggles okay try pull rachel doorknob door open fall apartment manage catch whoa stand unsteadily okay little nervous turn whispering thirty giggles bus boy take drink pause wanna puke later,"[0.1625, 0.4, 0.138, 0.665, 0.197, 0.0498]",0.1625,0.4,0.138,0.665,0.197,0.0498
Monica,14,The Blind Dates,"Oh, we were playing ""peek-a-boo."" She just  she loves it when I`m dramatic.",9,oh play peek boo love dramatic,"[0.033333333333333354, 0.6, 0.0, 0.377, 0.623, 0.765]",0.033333333333333354,0.6,0.0,0.377,0.623,0.765
Rachel,7,The Home Study,(looks at him suspiciously) I know what this is all about... You`ve always been jealous of my hair.,10,look suspiciously know jealous hair,"[0.0, 0.0, 0.655, 0.345, 0.0, -0.6908]",0.0,0.0,0.655,0.345,0.0,-0.6908
Ross,14,Chandler Can`t Cry,"Uhh, it was okay. Yeah, it was fun.",6,uhh okay yeah fun,"[0.4, 0.35, 0.0, 0.119, 0.881, 0.7506]",0.4,0.35,0.0,0.119,0.881,0.7506
Rachel,17,"The Last One, Part I & II","Oh, that was just my crazy friend. She told me I should get off the plane, because she had a feeling that there was something wrong with the left Philange.",10,oh crazy friend tell plane feeling wrong left philange,"[-0.3666666666666667, 0.6, 0.362, 0.329, 0.309, -0.2023]",-0.3666666666666667,0.6,0.362,0.329,0.309,-0.2023
Rachel,16,Joey Tells Rachel,Wow that was a big one.,8,wow big,"[0.05, 0.55, 0.0, 0.208, 0.792, 0.5859]",0.05,0.55,0.0,0.208,0.792,0.5859
Monica,11,Chandler Can`t Remember Which Sister,What is the worse part?,3,bad,"[-0.6999999999999998, 0.6666666666666666, 1.0, 0.0, 0.0, -0.5423]",-0.6999999999999998,0.6666666666666666,1.0,0.0,0.0,-0.5423
Chandler,2,The Sonogram At The End,"Now, Monica, you know that`s not how you look for an engagement ring in a lasagne...",1,monica know look engagement ring lasagne,"[0.0, 0.0, 0.0, 0.625, 0.375, 0.4588]",0.0,0.0,0.0,0.625,0.375,0.4588
Rachel,22,The Ick Factor,What are you playing with?,1,play,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.34]",0.0,0.0,0.0,0.0,1.0,0.34
Phoebe,23,The Chicken Pox,That you don`t stop talking about it.,2,stop talk,"[0.0, 0.0, 0.688, 0.312, 0.0, -0.296]",0.0,0.0,0.688,0.312,0.0,-0.296
Monica,9,They`re Going To Party,(to Phoebe) Remember that guy from cooking school I told you about that put cilantro with everything?,4,phoebe remember guy cook school tell cilantro,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Phoebe,6,The Nap Partners,Yes!!! Oh!!,7,yes oh,"[0.0, 0.0, 0.0, 0.27, 0.73, 0.4019]",0.0,0.0,0.0,0.27,0.73,0.4019
Ross,18,Rachel Smokes,Not so good.,5,good,"[0.7, 0.6000000000000001, 0.0, 0.0, 1.0, 0.4404]",0.7,0.6000000000000001,0.0,0.0,1.0,0.4404
Chandler,7,Ross Moves In,"(gasps) All right look, y`know, this maybe tough but come on, this is Ross! I survived college with him!",5,gasp right look maybe tough come ross survive college,"[-0.0515873015873016, 0.6845238095238095, 0.158, 0.842, 0.0, -0.128]",-0.0515873015873016,0.6845238095238095,0.158,0.842,0.0,-0.128
Phoebe,23,In Vegas,Y`know Monica you had a minor setback in your relationship with Chandler. Big deal! It`s only Chandler. (Monica turns and stares at her.) I am so sorry.,5,monica minor setback relationship chandler big deal chandler monica turn stare sorry,"[-0.18333333333333335, 0.43333333333333335, 0.106, 0.894, 0.0, -0.0772]",-0.18333333333333335,0.43333333333333335,0.106,0.894,0.0,-0.0772
Joey,3,Phoebe`s Cookies,I want to make a ship to shore call to Chandler.,7,want ship shore chandler,"[0.0, 0.0, 0.0, 0.698, 0.302, 0.0772]",0.0,0.0,0.0,0.698,0.302,0.0772
Rachel,15,The Girl Who Hits Joey,"Aww, Joey, come here. (She takes his hand.) Look honey, I know this must be really, really difficult for you and I--Oh, I`m sorry. Am I hurting you?",5,aww joey come take hand look honey know difficult oh sorry hurt,"[-0.2333333333333333, 0.9666666666666667, 0.391, 0.435, 0.174, -0.4588]",-0.2333333333333333,0.9666666666666667,0.391,0.435,0.174,-0.4588
Monica,11,The Apothecary Table,(to Janine) You`d better hope I don`t see you in the hallway!! (They exit.),6,janine well hope hallway exit,"[0.0, 0.0, 0.0, 0.375, 0.625, 0.6124]",0.0,0.0,0.0,0.375,0.625,0.6124
Monica,3,Ross`s Denial,Who`s Denise?,6,denise,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,14,Phoebe`s Ex-Partner,"Y`know if what I do is so lame, then why did you insist on coming with me this morning? Huh? Was it so I just wouldn`t go with Mark?",3,lame insist come morning huh mark,"[-0.5, 0.75, 0.359, 0.641, 0.0, -0.4215]",-0.5,0.75,0.359,0.641,0.0,-0.4215
Monica,2,The Cat,Oh my God! You still have the Chipper!,4,oh god chipper,"[0.0, 0.0, 0.0, 0.488, 0.512, 0.2732]",0.0,0.0,0.0,0.488,0.512,0.2732
Monica,5,The Kips,Hi.,5,hi,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Chandler,1,Ross Says Rachel,"It could`ve been worse, he could`ve shot her.",5,bad shoot,"[-0.6999999999999998, 0.6666666666666666, 1.0, 0.0, 0.0, -0.7096]",-0.6999999999999998,0.6666666666666666,1.0,0.0,0.0,-0.7096
Joey,9,They`re Going To Party,So you`ve been sittin` around here all mornin`?,4,sittin mornin,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Joey,6,The Dirty Girl,So you`re gonna have to do it in the mess!,4,going to mess,"[-0.175, 0.175, 0.556, 0.444, 0.0, -0.3612]",-0.175,0.175,0.556,0.444,0.0,-0.3612
Phoebe,2,The Red Sweater,(entering) Hey.,8,enter hey,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Chandler,9,Phoebe`s Dad,Yeah.,2,yeah,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.296]",0.0,0.0,0.0,0.0,1.0,0.296
Phoebe,9,Rachel`s Phone Number,"Bye. (The guys leave.) Wow. So, that`s great. You, Bill, Ross, and Emma are going to be so happy together. What were you thinking?",9,bye guy leave wow great bill ross emma go happy think,"[0.5666666666666668, 0.9166666666666666, 0.061, 0.354, 0.586, 0.9081]",0.5666666666666668,0.9166666666666666,0.061,0.354,0.586,0.9081
Chandler,8,Chandler Doesn`t Like Dogs,"Oh that`s not bad, Pheebs?",7,oh bad pheebs,"[-0.6999999999999998, 0.6666666666666666, 0.636, 0.364, 0.0, -0.5423]",-0.6999999999999998,0.6666666666666666,0.636,0.364,0.0,-0.5423
Monica,11,The Stripper Cries,...If-you-say-so.,10,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Joey,13,Joey`s Bag,(dejected) Hi.,5,deject hi,"[0.0, 0.0, 0.762, 0.238, 0.0, -0.4939]",0.0,0.0,0.762,0.238,0.0,-0.4939
Rachel,6,The Baby On The Bus,"Ok, you know what, lemme, let me just see what else I can do. All right, look, look. Why don`t you just let her go on after Stephanie whatever-her-name-is. I mean, you won`t even be here. You don`t pay her. It`s not gonna cost you anything.",2,ok know lemme let right look look let stephanie mean pay going to cost,"[0.15773809523809523, 0.5744047619047619, 0.09, 0.769, 0.141, 0.2023]",0.15773809523809523,0.5744047619047619,0.09,0.769,0.141,0.2023
Joey,9,Ross`s Sandwich,"All right. Hey, but it better make me look really, really good. (Starts for his room.) Oh, and another thing, the video camera? Nice!!",5,right hey well look good start room oh thing video camera nice,"[0.5285714285714286, 0.7119047619047619, 0.0, 0.536, 0.464, 0.7783]",0.5285714285714286,0.7119047619047619,0.0,0.536,0.464,0.7783
Chandler,16,Rachel`s Going Away Party,"Hey Mon, I think I figured out whose handcuffs they are.",10,hey mon think figure handcuff,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,23,Rachel Has A Baby,"They`re not!! Ross, they`re just saving them for the important people!! Okay?! What-what if I was the president?!",8,ross save important people okay president,"[0.45, 0.75, 0.0, 0.303, 0.697, 0.7096]",0.45,0.75,0.0,0.303,0.697,0.7096
Joey,7,Ross`s Library Book,Pretty good.,7,pretty good,"[0.475, 0.8, 0.0, 0.0, 1.0, 0.7269]",0.475,0.8,0.0,0.0,1.0,0.7269
Monica,21,The Fake Monica,"(Hushes her) Alright, great. Thanks a lot. (Hangs up) I`m going to tap class.",1,hushes alright great thank lot hangs go tap class,"[0.8, 0.75, 0.0, 0.411, 0.589, 0.8225]",0.8,0.75,0.0,0.411,0.589,0.8225
Phoebe,12,Phoebe`s Wedding,"Oh, thank you. I hope... I hope you know how much you mean to me.",10,oh thank hope hope know mean,"[-0.3125, 0.6875, 0.0, 0.265, 0.735, 0.8074]",-0.3125,0.6875,0.0,0.265,0.735,0.8074
Ross,8,The List,How are you?,2,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Ross,15,The Girl Who Hits Joey,"Yeah, but still, cheap shot!",5,yeah cheap shot,"[0.4, 0.7, 0.0, 0.476, 0.524, 0.296]",0.4,0.7,0.0,0.476,0.524,0.296
Joey,14,The Blind Dates,"Sure, I know lots of girls.",9,sure know lot girl,"[0.5, 0.8888888888888888, 0.0, 0.566, 0.434, 0.3182]",0.5,0.8888888888888888,0.0,0.566,0.434,0.3182
Monica,6,On The Last Night,"All right, sorry. (Goes back to Rachel`s room.)",6,right sorry go room,"[-0.10714285714285715, 0.7678571428571428, 0.302, 0.698, 0.0, -0.0772]",-0.10714285714285715,0.7678571428571428,0.302,0.698,0.0,-0.0772
Monica,6,The Male Nanny,YOU BET YOUR ASS I AM! I just had the best first day ever! The kitchen: twice as big as Allessandro`s.,9,bet ass good day kitchen twice big,"[0.35, 0.35000000000000003, 0.307, 0.439, 0.254, -0.1531]",0.35,0.35000000000000003,0.307,0.439,0.254,-0.1531
Phoebe,16,Rachel`s Going Away Party,"Yes! You know, in six months the Statute of Limitations runs out and I can travel internationally again!",10,yes know month statute limitations run travel internationally,"[0.0, 0.0, 0.0, 0.722, 0.278, 0.4019]",0.0,0.0,0.0,0.722,0.278,0.4019
Joey,15,The Mugging,"Actually, I really need",9,actually need,"[0.0, 0.1, 0.0, 1.0, 0.0, 0.0]",0.0,0.1,0.0,1.0,0.0,0.0
Chandler,3,The Thumb,"Okay. ""So. Whaddya want from me, Damone, huh?""",1,okay whaddya want damone huh,"[0.5, 0.5, 0.0, 0.484, 0.516, 0.296]",0.5,0.5,0.0,0.484,0.516,0.296
Rachel,22,The Two Parties,What?,2,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Rachel,1,Ross Says Rachel,"Mon, honey, I gotta ask you something.",5,mon honey got to ask,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,19,Rachel`s Dream,"Oh, in my head he`s done some pretty ""not-gay-stuff""!",9,oh head pretty gay stuff,"[0.33333333333333337, 0.7916666666666667, 0.0, 0.556, 0.444, 0.4939]",0.33333333333333337,0.7916666666666667,0.0,0.556,0.444,0.4939
Monica,5,Joey`s New Girlfriend,That cold makes you sound so great.,4,cold make sound great,"[0.20000000000000004, 0.7166666666666667, 0.0, 0.423, 0.577, 0.6249]",0.20000000000000004,0.7166666666666667,0.0,0.423,0.577,0.6249
Rachel,20,uld Yeller Dies,"Yes, but I, I think about who`s apartment we`re gonna sleep at tomorrow night and, and where we`re gonna have dinner next Saturday night. I do not think about what our childrens` names are gonna be. You know what our childrens names are gonna be.",2,yes think apartment going to sleep tomorrow night going to dinner saturday night think children name going to know children name going to,"[0.0, 0.0, 0.0, 0.891, 0.109, 0.4019]",0.0,0.0,0.0,0.891,0.109,0.4019
Phoebe,19,Rachel`s Dream,(singing) Food here at `Javu`..will kill you..the food here at `Javu` ...will kill you..,9,singing food kill food javu kill,"[0.0, 0.0, 0.701, 0.299, 0.0, -0.886]",0.0,0.0,0.701,0.299,0.0,-0.886
Phoebe,4,The Videotape,"Okay fine! Fine! We`ll just have to think of some other way to put the whole Who came onto who,` thing to rest! Come on now, think!!",8,okay fine fine think way come thing rest come think,"[0.4444444444444445, 0.5, 0.0, 0.56, 0.44, 0.5423]",0.4444444444444445,0.5,0.0,0.56,0.44,0.5423
Ross,4,Rachel`s Assistant,"Man! (Monica mouths, ""I`m sorry."")",7,man monica mouth sorry,"[-0.5, 1.0, 0.302, 0.698, 0.0, -0.0772]",-0.5,1.0,0.302,0.698,0.0,-0.0772
Phoebe,4,The Videotape,Hi!,8,hi,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,2,The Sonogram At The End,"I know this is going to sound unbelievably selfish, but, were you planning on bringing up the whole baby/lesbian thing? Because I think it might take some of the heat off me.",1,know go sound unbelievably selfish plan bring baby lesbian thing think heat,"[-0.04999999999999999, 0.7, 0.236, 0.764, 0.0, -0.5256]",-0.04999999999999999,0.7,0.236,0.764,0.0,-0.5256
Joey,17,The Ski Trip,Oh yeah.,3,oh yeah,"[0.0, 0.0, 0.0, 0.312, 0.688, 0.296]",0.0,0.0,0.0,0.312,0.688,0.296
Joey,3,Ross`s Tan,"Ok. Well, how, how can we make it easier?",10,ok easy,"[0.4666666666666667, 0.6666666666666667, 0.0, 0.0, 1.0, 0.6249]",0.4666666666666667,0.6666666666666667,0.0,0.0,1.0,0.6249
Monica,4,Phoebe`s Husband,"Rachel, that`s all we do.",2,rachel,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Chandler,5,Joey`s Porsche,"Okay, I`m a rookie. I should not be in the end zone.",6,okay rookie end zone,"[0.5, 0.5, 0.0, 0.612, 0.388, 0.2263]",0.5,0.5,0.0,0.612,0.388,0.2263
Phoebe,16,The Truth About London,Yes! A friend of mine did it and it`s totally legal!,7,yes friend totally legal,"[0.2, 0.2, 0.0, 0.115, 0.885, 0.7713]",0.2,0.2,0.0,0.115,0.885,0.7713
Joey,13,The Boobies,"I`ve been thinking. Y`know, about how I`m always seeing girls on top of girls...",1,think see girl girl,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,9,All The Candy,I swear!,7,swear,"[0.0, 0.0, 1.0, 0.0, 0.0, -0.0516]",0.0,0.0,1.0,0.0,0.0,-0.0516
Chandler,23,Ross`s Thing,Was it like a sneeze only better?,3,like sneeze well,"[0.0, 0.0, 0.0, 0.179, 0.821, 0.5574]",0.0,0.0,0.0,0.179,0.821,0.5574
Rachel,16,Joey Tells Rachel,"No! Joey please! Please don`t! Please don`t leave like this! Now come on, you cannot do this to a pregnant woman! (Starts to cry.)",8,joey leave like come pregnant woman start cry,"[0.3333333333333333, 0.5, 0.364, 0.424, 0.212, -0.2023]",0.3333333333333333,0.5,0.364,0.424,0.212,-0.2023
Phoebe,22,The Two Parties,"[enters with the three people she got out] Ok, welcome to the fu-oh.",2,enter people get ok welcome fu oh,"[0.65, 0.7, 0.338, 0.288, 0.374, -0.128]",0.65,0.7,0.338,0.288,0.374,-0.128
Rachel,21,The Vows,Monica what?,7,monica,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Joey,3,Rachel Tells...,"Hey, I washed those!",8,hey wash,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,16,Rachel`s Going Away Party,"Okay, we`re gonna start in the kitchen. Plates get put into plate protectors and stacked ten to a box. The silverware gets bundled in rubber bands and then bubble wrapped. Got it?",10,okay going to start kitchen plate plate protector stack box silverware gets bundle rubber band bubble wrap got,"[0.5, 0.5, 0.0, 0.899, 0.101, 0.2263]",0.5,0.5,0.0,0.899,0.101,0.2263
Joey,8,The Late Thanksgiving,(whispering) Who do you think its from?,10,whispering think,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,18,Rachel Smokes,"Besides, if anybody`s gonna get free stuff, it`s gonna be me.",5,going to free stuff going to,"[0.4, 0.8, 0.0, 0.602, 0.398, 0.5106]",0.4,0.8,0.0,0.602,0.398,0.5106
Ross,10,Chandler Gets Caught,Correct! What is Chandler Bing’s job?,10,correct chandler bing job,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,12,All The Jealousy,"Noo, I y`know I don`t see why she has to play with you, that`s all. I mean doesn`t she have any y`know other stripper moms friends of her own?",3,noo play mean stripper mom friend,"[-0.3125, 0.6875, 0.0, 0.417, 0.583, 0.6808]",-0.3125,0.6875,0.0,0.417,0.583,0.6808
Rachel,12,The Joke,"Come on, Joey, I did it and it was fine.",6,come joey fine,"[0.4166666666666667, 0.5, 0.0, 0.526, 0.474, 0.2023]",0.4166666666666667,0.5,0.0,0.526,0.474,0.2023
Joey,16,The Truth About London,"Okay you guys, I got a little more written. Are you ready?",7,okay guy get little write ready,"[0.1708333333333333, 0.5, 0.0, 0.493, 0.507, 0.4804]",0.1708333333333333,0.5,0.0,0.493,0.507,0.4804
Monica,19,Joey`s Fridge,"Eldad, this is Rachel.",6,eldad rachel,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,13,Rachel`s Sister,"Okay, fine I admit it! I feel terrible! Would you please rub this on my chest? (She hands him some of that Vicks Vap-O-Rub to put on.)",6,okay fine admit feel terrible rub chest hand vicks vap o rub,"[-0.027777777777777752, 0.6666666666666666, 0.174, 0.337, 0.489, 0.5574]",-0.027777777777777752,0.6666666666666666,0.174,0.337,0.489,0.5574
Monica,10,Monica`s Boots,(standing up) Ahhhhhhhh!,8,stand ahhhhhhhh,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,24,"The Proposal, Part I & II",(to Richard) It`s good to see you,6,richard good,"[0.7, 0.6000000000000001, 0.0, 0.256, 0.744, 0.4404]",0.7,0.6000000000000001,0.0,0.256,0.744,0.4404
Monica,11,Phoebe`s Uterus,And the sex?,4,sex,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,2,Emma Cries,Okay what`s up,9,okay,"[0.5, 0.5, 0.0, 0.0, 1.0, 0.2263]",0.5,0.5,0.0,0.0,1.0,0.2263
Chandler,12,The Joke,"Hi, oh hi.",6,hi oh hi,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,20,Mac And C.H.E.E.S.E.,(getting upset) Oh-oh really?,6,get upset oh oh,"[0.0, 0.0, 0.464, 0.536, 0.0, -0.3818]",0.0,0.0,0.464,0.536,0.0,-0.3818
Monica,15,The Mugging,(coughing) Wonderwoman!,9,cough wonderwoman,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,1,Joey and Rachel Kiss,I`ll put a pillowcase over my head.,10,pillowcase head,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,22,Paul`s The Man,I came with Paul!,6,come paul,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Joey,3,The Pediatrician,"(Laughs) Of course we do! Mike is playing a game that we used to play in high school. Yeah, where we pretend we don`t know each other. We played all kinds of games. (To Mike) Hey, remember the one where I punch you in the face for not being cool?!",9,laughs course mike play game play high school yeah pretend know you kind game mike hey remember punch face cool,"[0.061999999999999986, 0.578, 0.046, 0.429, 0.525, 0.926]",0.061999999999999986,0.578,0.046,0.429,0.525,0.926
Ross,22,The Two Parties,Question two. Why do we always have to have parties with committees?,2,question party committee,"[0.0, 0.0, 0.0, 0.426, 0.574, 0.4019]",0.0,0.0,0.0,0.426,0.574,0.4019
Chandler,10,Christmas In Tulsa,"So, are you really gonna go out with that nurse man?",9,going to nurse man,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,14,Chandler Can`t Cry,Why are you reading this? You hate this kind of stuff.,6,read hate kind stuff,"[-0.10000000000000003, 0.9, 0.407, 0.22, 0.374, -0.0772]",-0.10000000000000003,0.9,0.407,0.22,0.374,-0.0772
Ross,11,The Stripper Cries,"Things you find in the ocean, (to Joey) You`re gonna be on ""Pyramid""!!",10,thing find ocean joey going to pyramid,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Joey,22,Joey`s Big Break,"Ooh, hey, I know how we can decide! All right, uh, I`m gonna ask you a bunch of questions and then you have to answer real fast. Okay? So uh, clear your mind Clear it right out! Clear it out! Clear!",5,ooh hey know decide right uh going to ask bunch question answer real fast okay uh clear mind clear right clear clear,"[0.22142857142857147, 0.5005952380952381, 0.0, 0.58, 0.42, 0.8834]",0.22142857142857147,0.5005952380952381,0.0,0.58,0.42,0.8834
Joey,2,Rachel`s Book,Huh?,7,huh,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,14,Joey`s Dirty Day,No! Nothing!,4,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Rachel,22,Rachel Is Late,"Well, there is one thing that we haven`t tried, but someone thinks that, (mimicking Ross) ""That will open up a can of worms.""",8,thing try think mimicking ross open worm,"[0.0, 0.5, 0.0, 1.0, 0.0, 0.0]",0.0,0.5,0.0,1.0,0.0,0.0
Ross,17,Eddie Moves In,"Well, she`ll call back, don`t be such a baby.",2,baby,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Phoebe,18,Ross Dates A Student,Oh that`s all right. I`m still full from your homemade potato chips.,6,oh right homemade potato chip,"[0.2857142857142857, 0.5357142857142857, 0.0, 1.0, 0.0, 0.0]",0.2857142857142857,0.5357142857142857,0.0,1.0,0.0,0.0
Chandler,7,Chandler Crosses The Line,(shocked) What?,4,shocked,"[-0.7, 0.8, 1.0, 0.0, 0.0, -0.3182]",-0.7,0.8,1.0,0.0,0.0,-0.3182
Phoebe,16,The Morning After,We`re all right.,3,right,"[0.2857142857142857, 0.5357142857142857, 0.0, 1.0, 0.0, 0.0]",0.2857142857142857,0.5357142857142857,0.0,1.0,0.0,0.0
Chandler,24,The Ultimate Fighting Champion,(to his co-workers) What is with him?,3,co worker,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,18,In Massapequa,Yeah.,8,yeah,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.296]",0.0,0.0,0.0,0.0,1.0,0.296
Ross,14,Princess Consuela,You know what the best part about this is? I can never be fired.,10,know good fire,"[0.7, 0.6000000000000001, 0.381, 0.159, 0.46, 0.128]",0.7,0.6000000000000001,0.381,0.159,0.46,0.128
Rachel,17,The Tea Leaves,"Well, I have been spending a lot of time in the lab.",8,spend lot time lab,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,20,The Baby Shower,(excited) A Play-Dough Barber Shop?,8,excited play dough barber shop,"[0.375, 0.75, 0.0, 0.385, 0.615, 0.5859]",0.375,0.75,0.0,0.385,0.615,0.5859
Rachel,22,Joey`s Big Break,(freaks) Ross! Stop it! Come on!,5,freak ross stop come,"[0.0, 0.0, 0.718, 0.282, 0.0, -0.6249]",0.0,0.0,0.718,0.282,0.0,-0.6249
Joey,5,The Kips,"Aww, I don`t want to see that!",5,aww want,"[0.3, 0.9, 0.0, 0.435, 0.565, 0.0772]",0.3,0.9,0.0,0.435,0.565,0.0772
Monica,11,Mrs. Bing,I`m Monica Geller. I`ve been taking care of you.,1,monica geller take care,"[0.0, 0.0, 0.0, 0.484, 0.516, 0.4939]",0.0,0.0,0.0,0.484,0.516,0.4939
Chandler,6,The Male Nanny,What is so funny about that? (they realise it wasn`t a joke),9,funny realise joke,"[0.25, 1.0, 0.0, 0.164, 0.836, 0.6249]",0.25,1.0,0.0,0.164,0.836,0.6249
Rachel,16,The Truth About London,"Fine. Fine, but I`ll have you know that once I taught him that stuff he called me Fun Aunt Rachel. And I loved being Fun Aunt Rachel but I`ll go back to being Boring and Uncomfortable Aunt Rachel if that`s what you want!",7,fine fine know teach stuff call fun aunt rachel love fun aunt rachel boring uncomfortable aunt rachel want,"[0.06190476190476191, 0.5714285714285714, 0.16, 0.327, 0.513, 0.8689]",0.06190476190476191,0.5714285714285714,0.16,0.327,0.513,0.8689
